product_name,description,how_it_fits,composition_care,sale_price,color,images
Levi's® Men's Bomber Cardigan,"Our Bomber Cardigan is the best of both worlds. We gave it a button-up front, a relaxed fit, two angled pockets and a varsity Levi's® logo.
Part bomber, part cardigan
Cut with a relaxed fit
Features two angled pockets
Made with french terry fabric
Finished with a varsity Levi's® logo",Crewneck; Long Sleeve,"100% Cotton; Machine wash cold, Do not bleach, Tumble dry low, Warm iron if needed, Do not dryclean, Wash with like colors, Do not iron decoration","2,390 ฿",['Light Htr Grey / Sargasso Sea'],https://levi.co.th/cdn/shop/files/24_H2_MT_A9321-0000_EAS_PS_ON_DA_14c83bbc-afe4-411d-b8ac-be048af2e621.jpg?v=1728044787&width=416; https://levi.co.th/cdn/shop/files/24_H2_MT_A9321-0000_EAS_PS_ON_BV_f2695420-47c1-48bb-85ea-b17b4356f86e.jpg?v=1728044787&width=416; https://levi.co.th/cdn/shop/files/24_H2_MT_A9321-0000_EAS_PS_ON_FV_7bea6998-102b-46f1-9ec9-0819500c46a0.jpg?v=1728044787&width=416; https://levi.co.th/cdn/shop/files/24_H2_MT_A9321-0000_EAS_PS_ON_D1_5b5a7349-6672-4d48-a036-992c17d60953.jpg?v=1728044787&width=416; https://levi.co.th/cdn/shop/files/24_H2_MT_A9321-0000_EAS_PS_LD_FV_59ea1861-8c67-4be7-bde7-e4eded7d763a.jpg?v=1728044787&width=416; https://levi.co.th/cdn/shop/files/24_H2_MT_A9321-0000_EAS_PS_LD_D1_fbf9da25-ae76-4304-b8dc-f39773a297d2.jpg?v=1728044787&width=416
Levi's® Men's 505™ Regular Jeans,"It's no secret we love us a button fly, but sometimes, you need a zipper. Meet the original zip fly from 1967, our 505™ Regular. With its versatile straight leg and classic style, this fit suits all body types and goes with pretty much everything.
The original zip fly, created in 1967
Designed with a comfy, roomy fit
Woven with...
Read more","Stretch; Extra room in the thigh; Straight leg opening; Sits at the waist; Zip fly; 5-pocket styling; Straight leg; Front rise: 11 1/4"", Knee: 18"", Leg Opening: 16"", Measurements based on size 32.; Model is 5'9"" with a 24"" waist. They're wearing a size 24 x 32.","99% Cotton, 1% Elastane (Lycra®); Machine wash cold - normal cycle. Wash inside out with like colors, do not bleach, tumble dry medium, warm iron, dry clean possible; LYCRA® is a trademark of The LYCRA® Company","2,890 ฿","['Rinse', 'Dark Rinse', 'Native Cali', 'Sequoia', 'Oswego Cool', ""Goth Fog Levi'sÂ® Flex"", 'Midnight Selvedge']",https://levi.co.th/cdn/shop/files/levis-mens-505-regular-jeans-005051552_5_ON_FA.jpg?v=1713351150&width=416; https://levi.co.th/cdn/shop/files/levis-mens-505-regular-jeans-005051552_2_ON_BV.jpg?v=1713351150&width=416; https://levi.co.th/cdn/shop/files/levis-mens-505-regular-jeans-005051552_3_ON_SV.jpg?v=1713351150&width=416; https://levi.co.th/cdn/shop/files/levis-mens-505-regular-jeans-005051552_1_ON_FV.jpg?v=1713351150&width=416
Levi's® Women's Perfect T-Shirt,"Casual shirts like our Perfect T-Shirt were made to go with jeans, especially a shirt this comfortable and well-constructed. We call it perfect because it is—and it'd be too wordy to say versatile, soft and ultra-comfy.
It's called perfect for a reason
A soft, classic crewneck that goes with everything","Crewneck; Short Sleeve; Model is 5'9"" with a 24"" waist. They're wearing a size 25 x 26.","100% Cotton; Machine wash cold, Do not bleach, Tumble dry low, Warm iron if needed, Do not dry clean, Wash inside out with like colors, Do not iron decoration","1,190 ฿","['Starstruck Heather Grey', 'Large Batwing White', 'Mineral Black', 'Box Tab Shine Bright White', 'Box Tab Shine Lotus', 'Box Tab Shine Caviar', '3d Bw Shine Rose Taupe', '3d Bw Shine Caviar']",https://levi.co.th/cdn/shop/files/levis-womens-perfect-t-shirt-24_H2_WT_17369-2784_EAS_PS_ON_FV_0e909012-cd22-4585-9e0c-82fd792067ed.jpg?v=1732005806&width=416; https://levi.co.th/cdn/shop/files/levis-womens-perfect-t-shirt-24_H2_WT_17369-2784_EAS_PS_ON_BV_a21f53b2-48f8-40c6-b42a-37d78207754c.jpg?v=1732005806&width=416; https://levi.co.th/cdn/shop/files/levis-womens-perfect-t-shirt-24_H2_WT_17369-2784_EAS_PS_LD_FV_25a68ab2-7d9e-4d70-b508-ac57b15616ea.jpg?v=1732005806&width=416; https://levi.co.th/cdn/shop/files/levis-womens-perfect-t-shirt-24_H2_WT_17369-2784_EAS_PS_LD_D1_7df1cd51-3c97-4460-b461-f8a9a8d3d7a1.jpg?v=1732005806&width=416
Levi’s® Women's Original Trucker Jacket,"Our Original Trucker Jacket makes an outfit. You'd be hard-pressed to find a jacket with an easier shape, more versatile weight or inherent sense of cool. Bonus: The deep inside pockets are roomy enough for your essentials.
The original denim jacket since 1967
Meant to be worn forever, wherever, whenever
With an easy shape and versatile weight
Complete with deep...
Read more","Non-Stretch; Model is 5'9"", Waist 24"", Wearing size S; Long Sleeve","70% Cotton, 7% Recycled Cotton, 23% Polyester (Sorbtek); Machine wash cold, Do not bleach, Tumble dry medium, Warm iron if needed, Dry cleaning possible, Wash inside out with like colors","3,190 ฿","['Even Rinse', 'Good As Silver Trucker', 'Cool City Whiprucker']",https://levi.co.th/cdn/shop/files/WT_29945-0214_EAS_PS_ON_FV_8fe8bea3-e3bc-4b02-951d-26656729da87.jpg?v=1735525152&width=416; https://levi.co.th/cdn/shop/files/WT_29945-0214_EAS_PS_ON_BV_72aebe30-1814-413c-bd68-c5c80f42514b.jpg?v=1735525152&width=416; https://levi.co.th/cdn/shop/files/WT_29945-0214_EAS_PS_LD_FV_70398de4-c7ed-41ff-a403-ded4ee61a3c1.jpg?v=1735525152&width=416; https://levi.co.th/cdn/shop/files/WT_29945-0214_EAS_PS_LD_D1_d7796c17-51dc-47fe-aee8-7cc6dce71776.jpg?v=1735525152&width=416
Levi's® Vintage Clothing Men's Jags Sta-Prest Trousers,"In the late 1950s and early ’60s, America exploded with fresh sound as Black musicians challenged jazz conventions that had begun to feel constrictive. The disruptive yet discerning nature of this avant-garde sound was reflected in its creators’ clothing: sharp, tailored silhouettes playing up against bold stripes and patterns. For Fall/Winter 2022, we pay tribute to those artists who revolutionized...
Read more",Slim fit; Straight leg,"60% Cotton , 40% Polyester","7,990 ฿","['After Dark', 'Legion Blue']",https://levi.co.th/cdn/shop/files/levis-vintage-clothing-mens-jags-sta-prest-trousers-a30190000_14_Details9.jpg?v=1713366821&width=416; https://levi.co.th/cdn/shop/files/levis-vintage-clothing-mens-jags-sta-prest-trousers-a30190000_15_Details10.jpg?v=1713366821&width=416
Levi's® 1954 501® Jeans,"Originally released as the ""501® Z,"" these Levi's® Vintage Clothing 1954 501® Jeans represent Levi's® expansion into new territory. Up to this point, Levi's® were primarily worn out West, where they had earned a loyal following. East Coasters, however, were largely unfamiliar with this button fly work pant. In order to familiarize the East Coast with this American classic, Levi's®...
Read more","Non-stretch; Button fly; 5-pocket styling; Front rise: 11 1/4'',Knee: 17 1/2'',Leg opening: 15'',Measurements based on size 32; Model is 5'9"" with a 26"" waist. They're wearing a size small.",100% Organic cotton; Organic cotton,"9,990 ฿",['Dark Indigo Organic 1954'],https://levi.co.th/cdn/shop/files/levis-mens-vintage-clothing-1954-501-jeans-501540110_1_ON_DA.jpg?v=1713356355&width=416; https://levi.co.th/cdn/shop/files/levis-mens-vintage-clothing-1954-501-jeans-501540110_2_ON_BV.jpg?v=1713356355&width=416; https://levi.co.th/cdn/shop/files/levis-mens-vintage-clothing-1954-501-jeans-501540110_3_ON_SV.jpg?v=1713356355&width=416; https://levi.co.th/cdn/shop/files/levis-mens-vintage-clothing-1954-501-jeans-501540110_4_ON_FV.jpg?v=1713356355&width=416; https://levi.co.th/cdn/shop/files/levis-mens-vintage-clothing-1954-501-jeans-501540110_5_ON_FA.jpg?v=1713356355&width=416; https://levi.co.th/cdn/shop/files/levis-mens-vintage-clothing-1954-501-jeans-501540110_7_ON_D1.jpg?v=1713356356&width=416
Levi's® Men's Banded Collar 1 Pocket Shirt,All the put-together style of your favorite shirt— without the collar. This Banded Collar 1 Pocket Shirt is the perfect alternative to your usual button-up for an understated yet elevated look.,An elevated banded collar shirt; Cut with a standard fit; With a button-up front; Features a single pocket; Airy. Breathable. Light. This garment was made with a blend of linen and cotton to keep you looking good and feeling comfortable.,"70% Cotton, 30% Linen; Machine wash cold, Do not bleach, Tumble dry medium, Warm iron if needed, Dry cleaning possible, Wash inside out with like colors","1,990 ฿","['Bright White', 'Kayden Stripe Dutch Blue', '47784-0056 Olive Branch COTTON LINEN (47784-0056)']",https://levi.co.th/cdn/shop/files/MT_47784-0045_EAS_PS_ON_FV_7521f3c3-478e-440c-9f9e-28607b4b28d2.jpg?v=1737447860&width=416; https://levi.co.th/cdn/shop/files/MT_47784-0045_EAS_PS_ON_BV_03b2207c-36fe-4bf3-a5e2-bb0153dd7564.jpg?v=1737447860&width=416; https://levi.co.th/cdn/shop/files/MT_47784-0045_EAS_PS_LD_FV_6608836a-9205-408b-9c3b-5d78bf676122.jpg?v=1737447860&width=416; https://levi.co.th/cdn/shop/files/MT_47784-0045_EAS_PS_LD_BV_7370201c-2d06-47a8-8b0a-8d71394db6c1.jpg?v=1737447860&width=416; https://levi.co.th/cdn/shop/files/MT_47784-0045_EAS_PS_LD_D1_936a3e4e-4988-4e3d-b166-10b0bd1fd081.jpg?v=1737447860&width=416
Levi's® Women's Ribcage Bermuda Shorts,"Our highest high rise meets classic long shorts. With their soaring 12-inch rise, these Ribcage Bermuda Shorts are cut with a slim fit through the hip and thigh and a versatile above-the-knee length.
Our highest Ribcage rise meets easy bermuda shorts
Cut with a slim fit
Features a super high rise
Finished with a versatile above-the-knee length
Hold the H2O:...
Read more","Stretch; Zip fly; 5-pocket styling; Inseam: 8"",Leg opening: 20 1/2"",Measurements based on size 27 waist","98% Cotton, 2% LYCRA®®; Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources.Machine wash cold, Do not bleach, Tumble dry medium, Warm iron if needed, Dry cleaning possible, Wash inside out with like colors; Recycle and reuse facility","2,090 ฿","['Bringing The Basic', 'Goth Princess']",https://levi.co.th/cdn/shop/files/24_H2_WB_A8720-0004_EAS_PS_ON_FV_80d9293a-834e-4722-9144-c48273636dba.jpg?v=1728045001&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8720-0004_EAS_PS_ON_BV_841a2178-8336-4e64-8326-eabf48248537.jpg?v=1728045000&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8720-0004_EAS_PS_ON_SV_365ae1ee-2b78-4bc8-a5f3-16bf6434551c.jpg?v=1728045001&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8720-0004_EAS_PS_ON_DA_7aa74512-fde6-45a2-bd10-02837e7e4a4e.jpg?v=1728045000&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8720-0004_EAS_PS_ON_D2_a61aa24d-7764-4a38-8204-56f7789b3de0.jpg?v=1728045000&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8720-0004_EAS_PS_ON_D1_974813f3-6fd0-4628-968e-05bad3bf6c8e.jpg?v=1728045000&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8720-0004_EAS_PS_LD_FV_8825f8a2-b763-48e8-adf0-cd9900b722a6.jpg?v=1728045000&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8720-0004_EAS_PS_LD_D1_ea1c5342-48fc-4c07-9fc3-bdb84303cb52.jpg?v=1728045000&width=416
Levi's® Women's 726 High Rise Flare Jeans,"Our 726 High-Rise Flares are designed with a slim fit through your hip and thigh before flaring at the knee. Part of our signature ‘Lot 700’ fits, these jeans are designed to flatter—all day, every day.
For those days when skinny jeans won't do
Features a waist-nipping high rise
Finished with a flared leg","Stretch; Slim through the hip and thigh; Flared leg opening; High rise; Zip fly; 5-pocket styling; Flare; Knee: 14 1/2"", Leg Opening: 20 3/4"", Measurements based on size 27.; Model is 5'9"" with a 28"" waist. They're wearing a size small.","78% Cotton, 21% Polyester, 1% Elastane; Machine wash cold - normal cycle. Wash inside out with like colors, do not bleach, tumble dry medium, warm Iron if needed, dry cleaning possible","2,590 ฿","['Dark Indigo Worn In', 'Soft Black']",https://levi.co.th/cdn/shop/files/levis-womens-726-high-rise-flare-jeans-a34100007_1_ON_DA.jpg?v=1713370759&width=416; https://levi.co.th/cdn/shop/files/levis-womens-726-high-rise-flare-jeans-a34100007_2_ON_BV.jpg?v=1713370759&width=416; https://levi.co.th/cdn/shop/files/preview_images/ama_A34100007_h264main_Autox1080_5000K.jpg?v=1707215170&width=416; https://levi.co.th/cdn/shop/files/levis-womens-726-high-rise-flare-jeans-a34100007_3_ON_SV.jpg?v=1713359909&width=416; https://levi.co.th/cdn/shop/files/levis-womens-726-high-rise-flare-jeans-a34100007_4_ON_FV.jpg?v=1713359909&width=416; https://levi.co.th/cdn/shop/files/levis-womens-726-high-rise-flare-jeans-a34100007_5_ON_FA.jpg?v=1713359909&width=416; https://levi.co.th/cdn/shop/files/levis-womens-726-high-rise-flare-jeans-a34100007_7_ON_D1.jpg?v=1713359909&width=416
Levi's® Men's Workwear T-Shirt,"A good tee is all about comfort and versatility. With a chest pocket, a classic silhouette and durable construction, this Short-Sleeve Workwear T-Shirt is the kind of tee you'll wear for years to come.","Loose fit; A durable tee inspired by workwear; With a classic crew neckline; A relaxed fit; Finished with our signature logo at the chest; Model is 6'2"" with a 30"" waist. They're wearing a size medium.","100% cotton; Machine wash cold,Do not bleach,Tumble dry low,Warm iron if needed,Dry cleaning possible,Wash inside out with like colors","1,190 ฿","['Meteorite', 'Bright White']",https://levi.co.th/cdn/shop/files/levis-mens-workwear-t-shirt-a58500005_1_ON_FV.jpg?v=1713362726&width=416; https://levi.co.th/cdn/shop/files/levis-mens-workwear-t-shirt-a58500005_2_ON_BV.jpg?v=1713362726&width=416; https://levi.co.th/cdn/shop/files/levis-mens-workwear-t-shirt-a58500005_16_LE_FV.jpg?v=1713362726&width=416
Levi's® Women's Cinch Baggy Jeans,"Love the classic baggy denim look but dread the waist gap? Look no further than our Cinch Baggy jeans. Cut with a flattering high rise and a relaxed fit, this style features adjusters on the back for a tailored-to-you fit.","Non-stretch; Baggy jeans—without the waist gap; Cut with a wide, straight leg; With a flattering high rise; Features adjusters on the back for a tailored-to-you fit; We made this garment with soft, 100% cotton that gives it an easy, drapey fit.","100% Cotton; Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources.Machine wash cold, Do not bleach, Tumble dry medium, Hot iron if needed, Dry cleaning possible, Wash inside out with like colors","2,890 ฿","['Home Improvement', 'Never Going To Change', 'Chasing Dreams']",https://levi.co.th/cdn/shop/files/WB_001UP-0002_EAS_PS_ON_DA_0ed52389-eb5d-4db4-bd8f-9f29d79d07d5.jpg?v=1737448175&width=416; https://levi.co.th/cdn/shop/files/WB_001UP-0002_EAS_PS_ON_BV_64b11f1f-7d73-4dcb-a46f-244af30491c2.jpg?v=1737448175&width=416; https://levi.co.th/cdn/shop/files/WB_001UP-0002_EAS_PS_ON_SV_bb066094-e323-413a-b91f-29b9b503c615.jpg?v=1737448175&width=416; https://levi.co.th/cdn/shop/files/WB_001UP-0002_EAS_PS_ON_FV_6ca45696-b215-45cc-8e27-64b18c3b20fd.jpg?v=1737448175&width=416; https://levi.co.th/cdn/shop/files/WB_001UP-0002_EAS_PS_ON_D1_ff8585e9-68a7-4fe4-9cbf-3c62e23b8e37.jpg?v=1737448175&width=416; https://levi.co.th/cdn/shop/files/WB_001UP-0002_EAS_PS_ON_D2_fb0146cf-00a7-4030-b553-65a4dff5cc28.jpg?v=1737448175&width=416; https://levi.co.th/cdn/shop/files/WB_001UP-0002_EAS_PS_LD_FV_0ba5d0f0-7dc4-495a-900f-05532bc78f6e.jpg?v=1737448175&width=416; https://levi.co.th/cdn/shop/files/WB_001UP-0002_EAS_PS_LD_BV_a36e4827-219e-4150-a49e-91e4aaf42793.jpg?v=1737448175&width=416; https://levi.co.th/cdn/shop/files/WB_001UP-0002_EAS_PS_LD_D1_34763443-cd06-485b-96a9-d79dc13d1662.jpg?v=1737448175&width=416
Levi's® Men's 502™ Taper Jeans,"Meet our most versatile fit — the 502™ Taper. Cut on the slimmer side (but still roomy enough for comfort) with a streamlined, tapered leg, they’re a more refined, modern alternative to straight jeans and a universal favorite across builds. They look great both cuffed and uncuffed, and go with pretty much any shoes, so whip out the sneakers, combat...
Read more","Stretch; Regular through the thigh; Sits below the waist; Zip fly; 5-pocket styling; Slightly tapered leg; Front rise: 10 3/4"", Knee: 17"", Leg Opening: 14 1/2"", Measurements based on size 32.; Model is 5'10"" with a 24"" waist. They're wearing a size 24.","99% Cotton, 1% Elastane (Lycra®); Machine wash cold - normal cycle. Wash inside out with like colors, do not bleach, tumble dry medium, warm iron, dry clean possible; LYCRA® is a trademark of The LYCRA® Company","2,890 ฿","['Native Cali', 'Rinsey', 'Sequioa', 'Oswego Cool', 'On The Cool']",https://levi.co.th/cdn/shop/files/levis-mens-502-taper-jeans-295070138_1_ON_DA.jpg?v=1713355058&width=416; https://levi.co.th/cdn/shop/files/levis-mens-502-taper-jeans-295070138_2_ON_BV.jpg?v=1713355058&width=416; https://levi.co.th/cdn/shop/files/levis-mens-502-taper-jeans-295070138_3_ON_SV.jpg?v=1713355058&width=416; https://levi.co.th/cdn/shop/files/levis-mens-502-taper-jeans-295070138_4_ON_FV.jpg?v=1713355058&width=416
Levi's® Men's 505™ Regular Jeans,"It's no secret we love us a button fly, but sometimes, you need a zipper. Meet the original zip fly from 1967, our 505™ Regular. With its versatile straight leg and classic style, this fit suits all body types and goes with pretty much everything.","Stretch; The original zip fly, created in 1967; Cut with a comfortable, roomy fit; We infused the horizontal (""weft"") threads with advanced stretch technology—so these jeans have extra give and flexibility, without getting saggy or baggy; Hold the H2O: This garment was made using recycled water, which helps us to reduce our impact on this finite resource","95% Cotton, 3% Elastomultiester, 2% LYCRA®®; Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources.Machine wash cold, Do not bleach, Tumble dry medium, Warm iron if needed, Dry cleaning possible, Wash inside out with like colors","2,390 ฿","[""I'm Cool"", 'Blue Hour', 'Flying Bird', ""Swift Half Club Levi'sÂ® Flex""]",https://levi.co.th/cdn/shop/files/MB_00505-2601_EAS_PS_ON_FV_92c8c1fc-7ea5-4179-ba13-3984366d3d75.jpg?v=1737448442&width=416; https://levi.co.th/cdn/shop/files/MB_00505-2601_EAS_PS_ON_BV_4e1553ac-c88d-4242-aa06-f36986156d48.jpg?v=1737448442&width=416; https://levi.co.th/cdn/shop/files/MB_00505-2601_EAS_PS_ON_SV_e7a6868b-2b04-4a27-b008-bc1367ce3ea0.jpg?v=1737448442&width=416; https://levi.co.th/cdn/shop/files/MB_00505-2601_EAS_PS_ON_D2_f5b13446-daf2-4ef2-a040-e25b9cec3b3f.jpg?v=1737448442&width=416; https://levi.co.th/cdn/shop/files/MB_00505-2601_EAS_PS_LD_FV_8d389c13-f603-4af4-b727-433afc2a1c91.jpg?v=1737448442&width=416; https://levi.co.th/cdn/shop/files/MB_00505-2601_EAS_PS_LD_D1_ef02fea7-f4ce-47bb-89a7-ca8f049402f0.jpg?v=1737448442&width=416
Levi's® Women's Perfect T-Shirt,"Casual shirts like our Perfect T-Shirt were made to go with jeans, especially a shirt this comfortable and well-constructed. We call it perfect because it is—and it'd be too wordy to say versatile, soft and ultra-comfy.
It's called perfect for a reason
A soft, classic crewneck that goes with everything","Crewneck; Short Sleeve; Model is 6'1"" with a 31"" waist. They're wearing a size medium.","100% Cotton; Machine wash cold, Do not bleach, Tumble dry low, Warm iron if needed, Do not dryclean, Wash inside out with like colors, Do not iron decoration","1,190 ฿","['Ls Monogram Bright White', 'Blue Mountains Bw Patch Bright White', 'Red Sunset Bw Patch Arona', 'Ls Monogram Starstruck Heather Grey', 'Ls Monogram Tee Bistro Green']",https://levi.co.th/cdn/shop/files/24_H2_WT_17369-2851_EAS_PS_ON_DA_0c6c27a7-da2b-4888-9efc-7027b8838fd0.jpg?v=1728045135&width=416; https://levi.co.th/cdn/shop/files/24_H2_WT_17369-2851_EAS_PS_ON_BV_fdc68a55-d32c-48b9-b71b-0a61fff7d5c0.jpg?v=1728045135&width=416; https://levi.co.th/cdn/shop/files/24_H2_WT_17369-2851_EAS_PS_ON_FV_d43357d8-1f09-42b5-acd6-c3dffe5c3b8b.jpg?v=1728045135&width=416; https://levi.co.th/cdn/shop/files/24_H2_WT_17369-2851_EAS_PS_ON_D1_f0b81c7f-8d8f-4394-ab27-3c05a0343708.jpg?v=1728045135&width=416; https://levi.co.th/cdn/shop/files/24_H2_WT_17369-2851_EAS_PS_LD_FV_ff4b0d64-364a-4bff-9c3a-b9dce2b87821.jpg?v=1728045135&width=416; https://levi.co.th/cdn/shop/files/24_H2_WT_17369-2851_EAS_PS_LD_D1_22f03301-c461-4611-a4cd-f4f280bcbef8.jpg?v=1728045135&width=416
